No_Wj,Author,Title,Site,CUE,PFT,PFT,Latitude,longitude,tmp(℃),pre (mm),Substrate,Chemical formula,γs,Substrate,Substrate,Amount (ug),note,Incubation Time (day/h),Temperature(℃),Method,Other treatment,subtreatment,Soil horizon(cm),pH,C/N,CUE%,Error,Data location,Calculation method
644,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.17 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,72 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
645,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.13 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,144 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
646,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.11 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,288 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
647,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.09 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,576 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
648,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.07 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,1152 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
649,,,"the Institute for Soil Fertility Research in Wageningen, The Netherlands",0.07 ,12,Croplands,51.98 ,5.67 ,9.38 ,780.00 ,glucose,,4.00 ,glucose,glucose,2304 ugC/g soil,,35d,21.00 ,,,,,7.00 ,10.00 ,,,,
650,"SUSAN F. SUGAI,JOSHUA P. SCHIMEL,1993","DECOMPOSITION AND BIOMASS INCORPORATION OF
14C-LABELED GLUCOSE AND PHENOLICS IN TAIGA
FOREST FLOOR: EFFECT OF SUBSTRATE QUALITY,
SUCCESSIONAL STATE, AND SEASON",the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.83 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,4h,10~12,,,,,,,,,,
651,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.74 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,48h,10~12,,,,,,,,,,
652,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.85 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,4h,10~12,,,,,,,,,,
653,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.75 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,48h,10~12,,,,,,,,,,
654,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.57 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,p-hydroxy benzoic acid (PHY),,4.00 ,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
655,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.59 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,p-hydroxy benzoic acid (PHY),,4.00 ,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
656,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.24 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,sahcyclic acid (SAL),,,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
657,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.21 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,sahcyclic acid (SAL),,,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
658,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.76 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,48h,10~12,,,,,,,,,,
659,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.59 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,p-hydroxy benzoic acid (PHY),,4.00 ,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
660,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.26 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,sahcyclic acid (SAL),,,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
661,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.76 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,48h,10~12,,,,,,,,,,
662,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.59 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,p-hydroxy benzoic acid (PHY),,4.00 ,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
663,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.26 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,sahcyclic acid (SAL),,,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
664,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.60 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,"14C-labeled glucose (GLC),",,4.00 ,glucose,glucose,,,48h,10~12,,,,,,,,,,
665,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.48 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,p-hydroxy benzoic acid (PHY),,4.00 ,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
666,,,the Bonanza Creek long-term ecological research (LTER) area in interior Alaska.,0.20 ,1,Needleleaf Forest,64.86 ,-147.82 ,-2.80 ,309.00 ,sahcyclic acid (SAL),,,organic acid,other organic acid,,,48h,10~12,,,,,,,,,,
667,"B. BEHERA,G. H. WAGNER,1974",Microbial Growth Rate in Glucose-Amended Soil,"a corn plot of Sanborn Field ,Mexico",0.39 ,12,Croplands,38.96 ,-92.33 ,12.29 ,978.00 ,glucose,,4.00 ,glucose,glucose,,,,25.00 ,,,,,6.00 ,,,,,
668," Tianyu Li, Fengfeng Kang，2015",Responses of soil microbial carbon metabolism to the leaf litter composition in Liaohe River Nature Reserve of northern Hebei Province,National park,0.29 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
669,,,National park,0.14 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
670,,,National park,0.07 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
671,,,National park,0.32 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
672,,,National park,0.12 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
673,,,National park,0.08 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
674,,,National park,0.30 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
675,,,National park,0.12 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
676,,,National park,0.07 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
677,,,National park,0.30 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
678,,,National park,0.09 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
679,,,National park,0.12 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
680,,,National park,0.25 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
681,,,National park,0.12 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
682,,,National park,0.10 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
683,,,National park,0.30 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
684,,,National park,0.14 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
685,,,National park,0.14 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
686,,,National park,0.35 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,0-5,5.62 ,,,,,
687,,,National park,0.16 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,5-10,5.62 ,,,,,
688,,,National park,0.16 ,4,Deciduous Broadleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,mixed litter,,,high-molecular compound,residue,,,98d,25.00 ,,,,10-20,5.62 ,,,,,
689,"Tianyu Li, Fengfeng Kang，2015",Song Characteristics of Microbial Carbolic Metabolism in Soils of Pinus Tabulaeformis in Liaohe River of Northern Hebei. ,National park,0.09 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,0-5,5.62 ,,,,,
690,,,National park,0.06 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,5-10,5.62 ,,,,,
691,,,National park,0.07 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,10-20,5.62 ,,,,,
692,,,National park,0.10 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,0-5,5.62 ,,,,,
693,,,National park,0.08 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,5-10,5.62 ,,,,,
694,,,National park,0.08 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,10-20,5.62 ,,,,,
695,,,National park,0.15 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,0-5,5.62 ,,,,,
696,,,National park,0.11 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,5-10,5.62 ,,,,,
697,,,National park,0.09 ,1,Needleleaf Forest,41.18 ,118.48 ,7.30 ,550.00 ,,,,high-molecular compound,residue,,,129d,25.00 ,,,,10-20,5.62 ,,,,,
698,"24. Haiyan Zhu, Yuanjin Bo, Xiangui Lin,2003",Effects of exogenous lanthanum on carbon utilization of soil microorganisms,"Fengqiu ecological experiment station, Chinese academy of sciences",0.59 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
699,,,"Fengqiu ecological experiment station, Chinese academy of sciences",0.60 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
700,,,"Fengqiu ecological experiment station, Chinese academy of sciences",0.59 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
701,,,"Fengqiu ecological experiment station, Chinese academy of sciences",0.62 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
702,,,"Fengqiu ecological experiment station, Chinese academy of sciences",0.64 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
703,,,"Fengqiu ecological experiment station, Chinese academy of sciences",0.66 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
704,,,"Fengqiu ecological experiment station, Chinese academy of sciences",0.71 ,4,Deciduous Broadleaf Forest,35.04 ,114.40 ,14.81 ,592.00 ,14C-glucose+LaCl3,,,glucose,glucose+inorganic salt,,,28d,25.00 ,,,,0-20,8.30 ,,,,,
705,"22. Guitong Li, Baogui Zhang, Baoguo Li, 2003",Effect of straw pretreatment on soil microbial biomass and respiration activity. ,China agricultural university campus experimental site,0.45 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,2.5d,25.00 ,,,,0-20,8.44 ,,,,,
706,,,China agricultural university campus experimental site,0.24 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,6.1d,25.00 ,,,,0-20,8.44 ,,,,,
707,,,China agricultural university campus experimental site,0.13 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,10d,25.00 ,,,,0-20,8.44 ,,,,,
708,,,China agricultural university campus experimental site,0.10 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,14d,25.00 ,,,,0-20,8.44 ,,,,,
709,,,China agricultural university campus experimental site,0.08 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,18.1d,25.00 ,,,,0-20,8.44 ,,,,,
710,,,China agricultural university campus experimental site,0.07 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,22.1d,25.00 ,,,,0-20,8.44 ,,,,,
711,,,China agricultural university campus experimental site,0.06 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,28.3d,25.00 ,,,,0-20,8.44 ,,,,,
712,,,China agricultural university campus experimental site,0.06 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,36.2d,25.00 ,,,,0-20,8.44 ,,,,,
713,,,China agricultural university campus experimental site,0.04 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,47.2d,25.00 ,,,,0-20,8.44 ,,,,,
714,,,China agricultural university campus experimental site,0.04 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,59.7d,25.00 ,,,,0-20,8.44 ,,,,,
715,,,China agricultural university campus experimental site,0.48 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,2.5d,25.00 ,,,,0-20,8.44 ,,,,,
716,,,China agricultural university campus experimental site,0.38 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,6.1d,25.00 ,,,,0-20,8.44 ,,,,,
717,,,China agricultural university campus experimental site,0.20 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,10d,25.00 ,,,,0-20,8.44 ,,,,,
718,,,China agricultural university campus experimental site,0.15 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,14d,25.00 ,,,,0-20,8.44 ,,,,,
719,,,China agricultural university campus experimental site,0.17 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,18.1d,25.00 ,,,,0-20,8.44 ,,,,,
720,,,China agricultural university campus experimental site,0.11 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,22.1d,25.00 ,,,,0-20,8.44 ,,,,,
721,,,China agricultural university campus experimental site,0.07 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,28.3d,25.00 ,,,,0-20,8.44 ,,,,,
722,,,China agricultural university campus experimental site,0.05 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,36.2d,25.00 ,,,,0-20,8.44 ,,,,,
723,,,China agricultural university campus experimental site,0.05 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,47.2d,25.00 ,,,,0-20,8.44 ,,,,,
724,,,China agricultural university campus experimental site,0.04 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,59.7d,25.00 ,,,,0-20,8.44 ,,,,,
725,,,China agricultural university campus experimental site,0.74 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,2.5d,25.00 ,,,,0-20,8.44 ,,,,,
726,,,China agricultural university campus experimental site,0.35 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,6.1d,25.00 ,,,,0-20,8.44 ,,,,,
727,,,China agricultural university campus experimental site,0.16 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,10d,25.00 ,,,,0-20,8.44 ,,,,,
728,,,China agricultural university campus experimental site,0.17 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,14d,25.00 ,,,,0-20,8.44 ,,,,,
729,,,China agricultural university campus experimental site,0.11 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,18.1d,25.00 ,,,,0-20,8.44 ,,,,,
730,,,China agricultural university campus experimental site,0.08 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,22.1d,25.00 ,,,,0-20,8.44 ,,,,,
731,,,China agricultural university campus experimental site,0.07 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,28.3d,25.00 ,,,,0-20,8.44 ,,,,,
732,,,China agricultural university campus experimental site,0.05 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,36.2d,25.00 ,,,,0-20,8.44 ,,,,,
733,,,China agricultural university campus experimental site,0.03 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,47.2d,25.00 ,,,,0-20,8.44 ,,,,,
734,,,China agricultural university campus experimental site,0.03 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,59.7d,25.00 ,,,,0-20,8.44 ,,,,,
735,,,China agricultural university campus experimental site,0.26 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,2.5d,25.00 ,,,,0-20,8.44 ,,,,,
736,,,China agricultural university campus experimental site,0.31 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,6.1d,25.00 ,,,,0-20,8.44 ,,,,,
737,,,China agricultural university campus experimental site,0.15 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,10d,25.00 ,,,,0-20,8.44 ,,,,,
738,,,China agricultural university campus experimental site,0.12 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,14d,25.00 ,,,,0-20,8.44 ,,,,,
739,,,China agricultural university campus experimental site,0.16 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,18.1d,25.00 ,,,,0-20,8.44 ,,,,,
740,,,China agricultural university campus experimental site,0.12 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,22.1d,25.00 ,,,,0-20,8.44 ,,,,,
741,,,China agricultural university campus experimental site,0.05 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,28.3d,25.00 ,,,,0-20,8.44 ,,,,,
742,,,China agricultural university campus experimental site,0.04 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,36.2d,25.00 ,,,,0-20,8.44 ,,,,,
743,,,China agricultural university campus experimental site,0.02 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,47.2d,25.00 ,,,,0-20,8.44 ,,,,,
744,,,China agricultural university campus experimental site,0.01 ,12,Croplands,40.00 ,116.35 ,12.11 ,611.00 ,straw+ ( NH4) 2SO4,,,high-molecular compound,residue+N,,,59.7d,25.00 ,,,,0-20,8.44 ,,,,,
745,"D. L. Jones,1 K. Kielland，2009",Soil organic nitrogen mineralization across a global latitudinal gradient,Kenya,0.71 ,10,Grasslands,0.58 ,37.84 ,22.10 ,871.00 ,,,,,,,,,20.00 ,,,,,,,,,,
746,,,Wenchi,0.72 ,14,Cropland / Natural Vegetation,7.74 ,-2.11 ,25.47 ,1246.00 ,,,,,,,,,20.00 ,,,,,,,,,,
747,,,Cost Rica,0.69 ,2,Evergreen Broadleaf Forest,9.88 ,-84.23 ,22.29 ,2037.00 ,,,,,,,,,20.00 ,,,,,,,,,,
748,,,India,0.64 ,12,Croplands,18.37 ,77.73 ,27.23 ,1118.00 ,,,,,,,,,20.00 ,,,,,,,,,,
749,,,India,0.66 ,12,Croplands,19.93 ,79.03 ,27.35 ,1200.00 ,,,,,,,,,20.00 ,,,,,,,,,,
750,,,india,0.70 ,8,Woody Savannas,21.75 ,76.95 ,25.98 ,1326.00 ,,,,,,,,,20.00 ,,,,,,,,,,
751,,,Nepal,0.61 ,5,Mixed Forests,28.24 ,83.70 ,19.61 ,1892.00 ,,,,,,,,,20.00 ,,,,,,,,,,
752,,,Nepal,0.66 ,10,Grasslands,28.50 ,83.95 ,-1.88 ,484.00 ,,,,,,,,,20.00 ,,,,,,,,,,
753,,,Nepal 3,0.73 ,15,Permanent Snow and Ice,28.80 ,83.94 ,-4.83 ,453.00 ,,,,,,,,,20.00 ,,,,,,,,,,
754,,,Tenerife,0.62 ,16,Barren or Sparsely Vegetated,28.27 ,-16.61 ,9.23 ,498.00 ,,,,,,,,,20.00 ,,,,,,,,,,
755,,,Crete,0.72 ,8,Woody Savannas,35.31 ,24.94 ,15.86 ,935.00 ,,,,,,,,,20.00 ,,,,,,,,,,
756,,,USA,0.80 ,8,Woody Savannas,39.14 ,-123.16 ,14.21 ,995.00 ,,,,,,,,,20.00 ,,,,,,,,,,
757,,,USA,0.77 ,5,Mixed Forests,39.26 ,-123.75 ,11.11 ,1149.00 ,,,,,,,,,20.00 ,,,,,,,,,,
758,,,majorca,0.72 ,12,Croplands,39.61 ,2.89 ,15.99 ,570.00 ,,,,,,,,,20.00 ,,,,,,,,,,
759,,,Majorca,0.72 ,12,Croplands,39.72 ,2.97 ,16.48 ,597.00 ,,,,,,,,,20.00 ,,,,,,,,,,
760,,,Greece,0.74 ,8,Woody Savannas,39.68 ,21.90 ,13.42 ,664.00 ,,,,,,,,,20.00 ,,,,,,,,,,
761,,,Wales 2,0.76 ,5,Mixed Forests,52.33 ,-3.80 ,7.79 ,1615.00 ,,,,,,,,,20.00 ,,,,,,,,,,
762,,,Wales 1,0.68 ,10,Grasslands,54.17 ,-2.60 ,8.85 ,1159.00 ,,,,,,,,,20.00 ,,,,,,,,,,
763,,,Ireland,0.69 ,12,Croplands,52.98 ,-6.98 ,9.27 ,860.00 ,,,,,,,,,20.00 ,,,,,,,,,,
764,,,Sweden,0.70 ,14,Cropland / Natural Vegetation,56.78 ,16.77 ,7.65 ,484.00 ,,,,,,,,,20.00 ,,,,,,,,,,
765,,,Norway,0.80 ,1,Evergreen Needleleaf Forest,59.67 ,10.79 ,6.02 ,770.00 ,,,,,,,,,20.00 ,,,,,,,,,,
766,,,Alaska,0.73 ,8,Woody Savannas,64.85 ,-147.72 ,-2.93 ,323.00 ,,,,,,,,,20.00 ,,,,,,,,,,
767,,,Svalbard,0.72 ,0,Water,78.92 ,11.93 ,-5.58 ,386.00 ,,,,,,,,,20.00 ,,,,,,,,,,
